Latitud,Longitud,Regional,Provincia,Ciudad,Tipo_CS,Nombre_agencia,Sector,Direccion,Telefono,Supervisor,Entrega_en_oficina,Hora_promedio_entrega,Horario_Lunes_Viernes,Horario_fin_semana,Email
-0.944794,-80.748947,SUR,MANABI,MANTA,CRESS,MANTA_HOST,SUR,CALLEJON 4 S/N Y CALLE C FRENTE A MANTAHOST HOTEL,0998523712,GONZALEZ PINZON PABLO JAVIER,NO,10H00,09H00 A 12H30 - 14H00 A 17H00,09H00 A 12H30,cshost.cuenca@gmail.com
-0.95275,-80.72809,SUR,MANABI,MANTA,CRESS,MANTA_LA DOLOROSA,CENTRO,CALLE 10 Y AV 23,0994912048,GONZALEZ PINZON PABLO JAVIER,SI,10H30,08H30 A 17H00,08H30 A 12H00,csladoloosa.manta@gmail.com
-0.95733,-80.71341,SUR,MANABI,MANTA,CRESS,MANTA_LA POCHITA,CENTRO,AV. 113 S/N Y CALLE 106 FRENTE A RESTAURANTE CHAO LAO,0993101999,GONZALEZ PINZON PABLO JAVIER,SI,10H00,09H00 A 12H30 - 14H30 A 17H00,08H30 A 12H30,cs.lapochita.manta@gmail.com
-0.956271,-80.726796,SUR,MANABI,MANTA,CRESS,MANTA_NUEVO TARQUI,NORTE,AV DE LA CULTURA ENTRE AV 19 LOCAL 12,0982095567,GONZALEZ PINZON PABLO JAVIER,SI,09H30,09H00 A 12H00 - 13H00 A 17H00,09H00 A 12H00,cs.nuevotarqui.manta@gmail.com
-0.9581,-80.810774,SUR,MANABI,MANTA,CRESS,MANTA_SAN MATEO,CENTRO,CALLE SAN PABLO Y AVENIDA CAUSE DEL RIO,0959180880,GONZALEZ PINZON PABLO JAVIER,SI,11H00,08H30 A 17H30,08H30 A 12H30,csmanta.sanmateo@gmail.com
-0.95985,-80.69005,SUR,MANABI,MANTA,CRESS,MANTA_TERMINAL TERRESTRE,NOROESTE,VIA PUERTO-AEROPUERTO DE MANTA,0984700219,GONZALEZ PINZON PABLO JAVIER,SI,10H30,09H00 A 18H00,09H00 A 13H00,servientregaterminalmanta@gmail.com
-0.94735,-80.72583,SUR,MANABI,MANTA,CRESS,MANTA_UNION NACIONAL DE PERIODISTAS,NORTE,CALLE 13 AVE.12,2629011,GONZALEZ PINZON PABLO JAVIER,NO,12H00,09H00 A 17H00,09H00 A 13H00,csuniondeperiodistas.manta@gmail.com
-3.782251,-79.914649,SUR,EL ORO,MARCABELI,CRESS,MARCABELI_CDLA 24 DE JUNIO,NORTE,AV. RICARDO AGUILAR S/N Y CALLE ANGEL RAMIREZ FRENTE AL PARQUE 24 DE JUNIO,0969142561,RAMIREZ GONZALEZ JUAN CARLOS,NO,15H00,08H00 A 13H00 - 14H00 A 18H00,08H00 A 13H00,cscdla24dejunio.marcabeli@gmail.com
-3.782.933,-79.911.014,SUR,EL ORO,MARCABELI,CRESS,MARCABELI_MANUEL U GALLARDO,SUROESTE,MANUEL U. GALLARDO E/ CALLE PINAS Y CANONIGO AGUILAR FTRE AL PARQUE CENTRAL,0990222532,RAMIREZ GONZALEZ JUAN CARLOS,NO,15h00,08H00 A 17H00,08H00 A12H00,csmanuelugallardo.marcabeli@gmail.com
-79.8545,-2.4584,SUR,GUAYAS,MARCELINO MARIDUENA,CONCESION,MARCELINO MARIDUENA_CDLA LOS PARQUES,NORTE,CDLA LOS PARQUE Y CALLE S/N,09555555,LUIS FIERRO FARINO,NO,12H00,08H00 A 12H30 - 14H00 A 18H00,10H00 A 14H00,jose.vera@gmail.com
-2.211956,-79.437554,SUR,GUAYAS,MARCELINO MARIDUENA,CONCESION,MARCELINO MARIDUENA_CDLA. LOS PARQUES,SUR,AV LOS PARQUES Y AV PAPELERA NACIONAL DIAGONAL A PAPELERIA NACIONAL,0980915834,LUIS FIERRO FARINO,SI,10H00,10H00 A 16H00,NO LABORA,cscoronel.marcelino@gmail.com
-1.988559,-79.358382,SUR,LOS RIOS,MATA DE CACAO,CONCESION,MATA DE CACAO_MERCADO MUNICIPAL,CENTRO,AV LOS RIOS Y 24 DE MAYO,0960209590,ESPIN OVIEDO JOSE EUCLIDES,SI,11H00,08H00 A 17H00,08H00 A 12H00,csmercadmunicipa.matadecacao@gmail.com
-2.1268,-79.58443,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_12 DE NOVIEMBRE,NORTE,CALLE 12 DE NOVIEMBRE Y AV MARISCAL SUCRE,0996223804,LUIS FIERRO FARINO,SI,10H00,08H30 A 17H00,08H30 A 13H00,csav12noviembre.milagro@gmail.com
-2.1278508,-79.5977435,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_5 DE JUNIO,NORTE,CALLE 5 DE JUNIO S/N ERNESTO SEMINARIO,042974166,LUIS FIERRO FARINO,SI,13H30,09H00 A 12H00 - 13H00 A 17H00,09H00 A 13H00,cs5dejunio.milagro@gmail.com
-2.12909,-79.59639,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_AV CHIRIJOS,CENTRO,AV CHIRIJOS ENTRE GUAYAS Y SUCUMBIOS,096 718 3184,LUIS FIERRO FARINO,SI,10H00,08H00 A 18H00,08H30 A 14H00,CSAVCHIRIJOS.MILAGRO@GMAIL.COM
-2.124279,-79.588478,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_AV GUAYAQUIL,NORTE,AV GUAYAQUIL Y MANABI A UNA CUADRA DEL TORO ASADO,0968043760,LUIS FIERRO FARINO,SI,10H00,08H30 A 17H00,08H30 A 13H00,csavguayaquil1.milagro@gmail.com
-2.145457,-79.59986,SUR,GUAYAS,MILAGRO,DIRECTO,MILAGRO_AV. 17 DE SEPTIEMBRE,NORTE,AV 17 DE SEPTIEMBRE Y LEONIDAS PROANO,04-3732000 EXT 4339,LUIS FIERRO FARINO,SI,08H00 COST,08H00 A 18H00,09:00 A 13:00,csav17deseptiembre.milagro@servientrega.com.ec
-2.129127,-79.590608,SUR,GUAYAS,MILAGRO,DIRECTO,MILAGRO_AV. JUAN MONTALVO,CENTRO,AV JUAN MONTALVO 943 Y ELOY ALFARO,04-3732000 EXT 4340,LUIS FIERRO FARINO,SI,12H00,08:30 A 17:30,10:00 a 13:00,csavjuanmontalvo.milagro@servientrega.com.ec
-2.132863,-79.602674,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_AV. PRINCIPAL DG AL TUTI,SUR,CDLA DAGER CALLE RIO AGUARICO Y RIO CHANCHAN,0981347827,LUIS FIERRO FARINO,SI,13H30,08H30 A 17H00,08H30 A 14H00,csavprincipaltuti.milagro@gmail.com
-2.138933,-79.5872,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_COLIBRI LA COLON,SUR,ALFREDO PEREZ GUERRERO 64A-0 LATACUNGA,0986112726,LUIS FIERRO FARINO,NO,10H00,08H30 A 17H00,08H30 A 13H00,CSCOLIBRI.MILAGRO@GMAIL.COM
-2.13939,-79.59665,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_ENRIQUE GALLO,CENTRO,CDLA NUEVO MILAGRO CALLE ENRIQUE GALLO S/N Y COLON 311 FRENTE AL CENTRO DE ATENCION CIUDADANA,0990689686,LUIS FIERRO FARINO,NO,11H00,08H30 A 17H00,08H30 A 13H00,csenriquegallo.milagro@gmail.com
-2.1453053,-79.5998171,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_JAIME ROLDOS,SUR,AV JAIME ROLDOS AGUILERA Y JOSE MARIA URBINA,0986901021,LUIS FIERRO FARINO,SI,10H00,08H30 A 17H00,08H30 A 13H00,csavjaimeroldos.milagro@gmail.com
-2.118126,-79.573184,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_LA PRADERA,SUR,CDLA LA PRADERA 1 AV MARISCAL SUCRE Y YASUNI,0979763792,LUIS FIERRO FARINO,SI,10H00,08H30 A 13H00 - 14H00 A 17H30,09H30 A 14H00,csavlapradera.milagro@gmail.com
-2.165017,-79.607773,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_TERMINAL MILAGRO,SUR,AV CHARLES DARWIN S/N Y CALLE ISABELA FRENTE AL CENTRO COMERCIAL TERMINAL TERRESTRE,0990689686,LUIS FIERRO FARINO,NO,10H00,08H30 A 17H00,08H30 A 13H00,csterminalterrestre.milagro@gmail.com
-2.1343198,-79.5808342,SUR,GUAYAS,MILAGRO,CRESS,MILAGRO_VICENTE ASAN,ESTE,AV DR. MIGUEL CAMPODONICO MARTINEZ S/N Y CALLE FRANCISCO GUADALUPE VALLEJO FRENTE AL HOSPITAL DEL IESS,0962689585,LUIS FIERRO FARINO,SI,10H00,08H30 A 17H00,08H30 A 13H00,csavvicenteasan.milagro@gmail.com
-1.188496,-79.505893,SUR,LOS RIOS,MOCACHE,CONCESION,MOCACHE_CALLE 28 DE MAYO,CENTRO,CALLE 28 DE MAYO ENTRE SEGUNDA Y TERCERA,0958873888,CEDENO MAZAMBA HECTOR JAVIER,SI,11H00,08:00 A 12:00 - 13:00 A 18:00,08:00 A 14:00,cscalle28demayo.mocache@gmail.com
0.506124,-80.022697,NORTE,ESMERALDAS,MOMPICHE,CRESS,MOMPICHE_PRINCIPAL,CENTRO,VIA A MOMPICHE S/N Y CALLE SEGUNDA MZ 238 SOLAR 9,06-2448018 - 0996720354,VELASCO BAILON NANCY ELIZABETH,SI,15H00,08H00 A 12H00 - 13H00 A 18H00,09H00 A 13H00,csprincipal.mompiche@hotmail.com
-1.789905,-79.285225,SUR,LOS RIOS,MONTALVO,CONCESION,MONTALVO_GUILLERMO BAQUERIZO,CENTRO,GUILLERMO BAQUERIZO Y 24 DE MAYO,09-67817314,ESPIN OVIEDO JOSE EUCLIDES,SI,14H00,08:30 A 12:30 - 14:30 A 17:00,10:00 A 13:00,csguillermobaquerizo.montalvo@gmail.com
-1.831263,-80.750313,SUR,SANTA ELENA,MONTANITA,CONCESION,MONTANITA_RUTA DEL SPONDYLUS,NORTE,CARRETERA PRINCIPAL S/N Y COMUNA MONTANITA JUNTO A PANADERIA EL TRIGALS,0959749533,OMAR CRISTOBAL MACIAS MAYOR,SI,11H00,08H00 - 13H0 A 13H30 - 18H00,09H00 A 14H00,csrutadelspondylus.montanita@gmail.com
-1.045839,-80.657784,SUR,MANABI,MONTECRISTI,CRESS,MONTECRISTI_9 DE JULIO,CENTRO,AV METROPOLITANO Y 9 DE JULIO,0999498408,GONZALEZ PINZON PABLO JAVIER,SI,10H30,08H30 A 17H30,08H30 A 13H00,cs9dejulio.montecristi@gmail.com
-0.994492,-80.690837,SUR,MANABI,MONTECRISTI,CRESS,MONTECRISTI_LA PROANOS LA FABRIL,CENTRO,CALLE VICTOR VELIZ Y VIA MANTA - MONTECRISTI FRENTE A LA FABRIL,0983430655,GONZALEZ PINZON PABLO JAVIER,SI,10H00,08H30 A 17H30,08H30 A 12H30,cs.laproano.montecristi@gmail.com
-1.044497,-80.660493,SUR,MANABI,MONTECRISTI,CRESS,MONTECRISTI_METROPOLITANA,SUR,QUITO S/N Y AV. METROPOLITANA - JUNTO AL COLEGIO JOHN PIERRE,993101999-052-678332,GONZALEZ PINZON PABLO JAVIER,SI,-,09H00 A 16H30,09H00 A 12H30,csmetropolitana.montecristi@gmail.com
-1.174916,-79.223533,SUR,COTOPAXI,MORASPUNGO,CRESS,MORASPUNGO_SIMON BOLIVAR,CENTRO,AV. MONSEÑOR LEONIDAS PROAÑO S/N Y CALLE SIMON BOLIVAR FRENTE AL PARQUE CENTRAL DE MORASPUNGO,0968532545,CEDENO MAZAMBA HECTOR JAVIER,SI,13H00,08H30 A 12H00 - 13H30 A 16H30,09H00 A 14H00,cssimonbolivar.moraspungo@gmail.com
-2.228663,-80.9305010,SUR,SANTA ELENA,MUEY,CRESS,MUEY_JOSE LUIS TAMAYO,SUROESTE,BARRIO CENTENARIO AV 9 CALLE 15-16,0963367388,OMAR CRISTOBAL MACIAS MAYOR,SI,11H00,07H00 A 13H00 - 14H00 A 19H00,07H00 A 13H00 - 14H00 A 17H00,CSJOSELUISTAMAYO.MUEY@GMAIL.COM
0.876205,-80.3967,NORTE,ESMERALDAS,MUISNE,CRESS,MUISNE_CENTRO,CENTRO,MANABI SOLAR 7 ENTRE VARGAS TORRES Y MALECON,0939939767,VELASCO BAILON NANCY ELIZABETH,SI,14H00,08H00 A 13H00 - 14H00 A 17H30,09H00 A 13H00,cscentro.muisne@hotmail.com
0.4939297,-79.9728426,NORTE,ESMERALDAS,MUISNE,CRESS,MUISNE_TRES VIAS,CENTRO,RECINTO TRES VIAS - VIA PRINCIPAL SOLAR 19 Y VIA A LA CORRENTADA MZ 454,0961798884,VELASCO BAILON NANCY ELIZABETH,SI,14H00,08H00 A 13H00 - 14H00 A 18H00,08H00 A 15H00,cstresvias.muisne@hotmail.com
0.0619762,-78.6815982,NORTE,PICHINCHA,NANEGALITO,CONCESION,NANEGALITO_PRINCIPAL,CENTRO,AV. QUITO S/N Y GUAYAQUIL,0986781942,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,14H00,09H00 A 13H00 - 14H00 A 17H30,NO LABORA,csprincipal.nanegalito@hotmail.com
-2.672299,-79.618692,SUR,GUAYAS,NARANJAL,CONCESION,NARANJAL_CENTRO AV. OLMEDO,CENTRO,AV OLMEDO E INDEPENDENCIA,0969308817,LUIS FIERRO FARINO,SI,13H00,08:30 a 18:00,08:30 a 14:00,csavolmedo.naranjal@gmail.com
-2.160931,-79.445788,SUR,GUAYAS,NARANJITO,CONCESION,NARANJITO_GENERAL CORDOVA,CENTRO,5 DE OCTUBRE 1418 Y GENERAL CORDOVA,04-2721241/0980188293,LUIS FIERRO FARINO,SI,14H00,08:30 A 12:00 - 13:15 A 17:00,09:00 - 12:00 Y 13:15 - 15:30,csgeneralcordova.naranjito@gmail.com
-1.914661,-80.011343,SUR,GUAYAS,NOBOL,CRESS,NOBOL_RENAN OLMEDO,CENTRO,CALLE RENAN OLMEDO Y AV RIO AMAZONAS MZ 40 SL 543 JUNTO AL MERCADO MUNICIPAL,0981042402,CABRERA MACIAS JOSE LUIS,SI,14H00,09H00 - 12H00 A 13H00 - 17H00,09H00 - 13H00,csrenanolmedo.nobol@gmail.com
-1.3950587,-80.2097775,SUR,MANABI,OLMEDO (MANABI),CONCESION,OLMEDO (MANABI)_EL PARQUE,CENTRO,AV MANABI Y 27 DE SEPTIEMBRE DIAGONAL AL PARQUE CENTRAL DE OLMEDO,0981198925,TANIA YESENIA GARCIA LUNA,SI,10H00,09H00 A 16H30,09H30 A 13H00,cselparque.olmedo@gmail.com
-3.469238,-79.1568063,SUR,AZUAY,ONA,CONCESION,ONA_24 DE MAYO,CENTRO,24 DE MAYO Y CALLE A FRENTE AL MERCADO MUNICIPAL,0995384556,ROSA HERMELINDA QUITO SINCHI,SI,N/A,08H00 A 19H00,08H00 A 14H00,cs24demayo.ona@gmail.com
0.2415911,-78.2539277,NORTE,IMBABURA,OTAVALO,DIRECTO,OTAVALO_JORDAN,NORTE,PANAMERICA NORTE SN Y DESVIO A SELVA ALEGRE,3732000 ext 6320,ANDRADE GUERRERO JAIME ERNESTO,SI,10H00,09H00 A 13H00 - 14H00 A 18H00,09H00 A 13H00,csjordan.otavalo@servientrega.com.ec
0.2277449,-78.2611304,NORTE,IMBABURA,OTAVALO,DIRECTO,OTAVALO_PRINCIPAL,CENTRO,MORALES S/N Y ROCA,06-3732000 EXT 6314-6412,ANDRADE GUERRERO JAIME ERNESTO,SI,11H30,08:00 a 13:00 y 14:30 a 18:00,08:00 a 12:00,csprincipal.otavalo@servientrega.com.ec
-0.040918,-76.588203,NORTE,SUCUMBIOS,PACAYACU,CONCESION,PACAYACU_PRINCIPAL,CENTRO,VIA PRINCIPAL S/N Y BARRIO CENTRAL,0986339723,MANYA CUJI MARCO ANTONIO,SI,14H00,09H00 A 18H00,09H00 A 14H00,csprincipal.pacayacu@hotmail.com
-3.5887,-79.6652,SUR,EL ORO,PACCHA,CONCESION,PACCHA_CALLE 10 DE AGOSTO,CENTRO,CALLE 10 DE AGOSTO S/N Y CALLE SECUNDARIA,0969058984,RAMIREZ GONZALEZ JUAN CARLOS,SI,12H00,09H00 A 17H00,09H00 A 13H00,csav10deagosto.paccha@gmail.com
-1.55524,-80.429865,SUR,MANABI,PAJAN,CONCESION,PAJAN_9 DE OCTUBRE,CENTRO,AV 9 DE OCTUBRE S/N Y AV GUAYAQUIL DIG BAECUADOR,093 947 0962,TANIA YESENIA GARCIA LUNA,SI,11H00,09H00 A 13H00 - 14H00 A 16H30,09H00 A 12H00,csav9deoctubre.pajan@gmail.com
-4.6498,-79.1321,SUR,ZAMORA,PALANDA,CRESS,PALANDA_13 DE ABRIL,SUR,13 DE ABRIL SN Y ALONSO DE MERCADILLO DIAGONAL A BAN ECUADOR,0960720753,SIERRA HIDALGO CRISTIAN PATRICIO,SI,10H00,09H00 A 17H00,09H00 A 13H00,cs.13deabril.palanda@gmail.com
-1.437480,-79.756912,SUR,LOS RIOS,PALENQUE,CRESS,PALENQUE_JUAN CARLOS,CENTRO,AV JUAN CARLOS ASPIAZU ENTRE BALZAR Y 14 DE JUNIO A LADO DE LA PILADORA JULIO CESAR,0 93 916 7301,ESPIN OVIEDO JOSE EUCLIDES,SI,13H30,08H00 A 12H00 - 14H00 A 16H30,N/A,csjuan.palenque@gmail.com
-2.243107,-79.926145,SUR,GUAYAS,PALESTINA,CRESS,PALESTINA_FAUSTO ESPINOZA,CENTRO,FAUSTO ESPINOZA PINTO Y LUIS MORA,04-2791551,BETANCOURT HOYOS ISABEL CRISTINA,SI,8:00a17:00,08:00 a 17:00,09:00 a 12:00,csfaustoespinoza.palestina@gmail.com
-1.995609,-78.964271,NORTE,CHIMBORAZO,PALLATANGA,CONCESION,PALLATANGA_PRINCIPAL,CENTRO,AV. JOSE VELASCO IBARRA,0994458269,CHRISTIAN EDUARDO BARONA RAMIREZ,SI,10H00,08H00 A 12H00 - 14H00 A 18H00,NO LABORA,servientrega.pallatanga@hotmail.com
-4.048689,-79.649609,SUR,LOJA,PALTAS,CRESS,PALTAS_DOMINGO CELI,SUR,DOMINGO CELI S/N Y ADRIANO VALAREZO,099 799 1242,SIERRA HIDALGO CRISTIAN PATRICIO,SI,12H00,09H00 A 12H00 - 14H00 A 17H00,09H00 A 12H00,csdomingoceli.paltas@gmail.com
-3.5559,-78.4032,SUR,ZAMORA,PAQUIZHA,CRESS,PAQUIZHA_MARTHA BUCARAM,SUR,MARTHA BUCARAM DE ROLDOS Y PIO JARAMILLO ALVARADO,0982674630,SIERRA HIDALGO CRISTIAN PATRICIO,SI,15H00,09H00 A 13H00 - 15H00 A 17H00,09H00 A 13H00,csmarthabucaram.paquisha@gmail.com
-3.325259,-79.809617,SUR,EL ORO,PASAJE,CONCESION,PASAJE_4 DE AGOSTO,CENTRO,4 DE AGOSTO E/OCHO LEON Y MUNICIPALIDAD,07-2918446,RAMIREZ GONZALEZ JUAN CARLOS,SI,12H00,08H30 A 17H30,09:00 a 13:00,cs4deagosto.pasaje@gmail.com
-3.327317,-79.806168,SUR,EL ORO,PASAJE,CRESS,PASAJE_AV. MACHALA Y AZUAY,CENTRO,AV. MACHALA S/N Y AZUAY REF FRENTE A CQ15,0995731985,RAMIREZ GONZALEZ JUAN CARLOS,SI,11H00,08H00 A 13H00 - 14H00 A 17H00,09H00 A 13H00,cavmachalayazuay.pasaje@gmail.com
-1.311100,-78.507916,NORTE,TUNGURAHUA,PATATE,CONCESION,PATATE_PRINCIPAL,CENTRO,JUAN MONTALVO S/N Y PABLO DAVILA,0999256112,TREJO BATIOJA ELIANA KATHERINE,SI,11H00,09H00 A 17H30,09H00 A 13H00,csprincipal.patate@hotmail.com
-0.5717952,-79.3701158,NORTE,LOS RIOS,PATRICIA PILAR,CRESS,PATRICIA PILAR_PRINCIPAL,CENTRO,AV 20 DE SEPTIEMBRE SN Y CALLE 3,990382023,PANCHI VALENCIA MARTHA CECILIA,SI,14H00,08H00 A 14H00 Y 15H00 A 18H00,09H00 A 13H00,servientrega.patriciapilar@hotmail.com
-2.77825,-78.761856,SUR,AZUAY,PAUTE,CONCESION,PAUTE_DANIEL PARRA,NORTE,JOSE MIGUEL BARZALLO Y RODRIGUEZ PARRA,07-2250894,ROSA HERMELINDA QUITO SINCHI,SI,14H00,08:00 a 18:00,08:00 a 18:00,csdanielparra.paute@gmail.com
0.0710012,-80.052509,NORTE,MANABI,PEDERNALES,CONCESION,PEDERNALES_PRINCIPAL,NORTE,GARCIA MORENO S/N Y MARIA AUXILIADORA,0979766896 - 0990616587,PANCHI VALENCIA MARTHA CECILIA,SI,14H00,08H00 A 13H00 - 14H00 A 17H00,08H00 A 13H00,servientrega.pedernales@hotmail.com
-1.816462,-80.237103,SUR,GUAYAS,PEDRO CARBO,CONCESION,PEDRO CARBO_AV. BOLIVIA,CENTRO,BOLIVIA Y SALINAS - FRENTE A LA CANCHA SAN RAMOS,0968532767,CABRERA MACIAS JOSE LUIS,SI,14H00,09:00 a 16:00,09:00 a 14:00,csavbolivia.pedrocarbo@gmail.com
0.088929,-79.055276,NORTE,PICHINCHA,PEDRO VICENTE MALDONADO,CONCESION,PEDRO VICENTE MALDONADO_CENTRO,CENTRO,AV. 29 DE JUNIO S/N Y LUCHA DE LOS POBRES,0983949167,MARIA SOLEDAD OVIEDO CARGUACUNDO,SI,09H00,08H30 A 13H00- 14H00 A 18H30,08H00 A 13H00,servientregapvm@gmail.com
-1.3303329,-78.5442551,NORTE,TUNGURAHUA,PELILEO,DIRECTO,PELILEO_PRINCIPAL,CENTRO,AV. 22 DE JULIO 5-26 Y PADRE JOSE CHACON,03-3732000 EXT 3312,TREJO BATIOJA ELIANA KATHERINE,SI,11H00,08H00 A 16H30,09H00 A 13H00,csprincipal.pelileo@servientrega.com.ec
-1.048842,-79.817390,SUR,MANABI,PICHINCHA,CRESS,PICHINCHA_SECTOR LA CADENA,CENTRO,SECTOR LA CADENA VIA MANTA QUEVEDO,0963173230,CEDENO MAZAMBA HECTOR JAVIER,SI,14H30,08H30 A 16H00,08H30 A 12H00,CSLACADENA.PICHINCHA@GMAIL.COM
-1.173079,-78.543867,NORTE,TUNGURAHUA,PILLARO,CONCESION,PILLARO_PRINCIPAL,CENTRO,BARRIO CENTRAL / URBINA S/N ENTRE BOLIVAR Y GARCIA MORENO,0994458519,TREJO BATIOJA ELIANA KATHERINE,SI,10H30,09H00 A 13H00 - 15H00 A 18H30,09H00 A 12H30,csprincipal.pillaro@hotmail.com
0.389288,-77.939408,NORTE,IMBABURA,PIMAMPIRO,CRESS,PIMAMPIRO_PRINCIPAL,CENTRO,BOLIVAR S/N Y VELASCO,0989139820,ANDRADE GUERRERO JAIME ERNESTO,SI,14h00,08H00 A 13H00 - 14H00 A 18H00,08H00 A 12H00,cspimampiro.principal@hotmail.com
-3.6813573,-79.6791091,SUR,EL ORO,PINAS,CONCESION,PINAS_AV SUCRE Y 10 DE AGOSTO,CENTRO,SUCRE E/10 DE AGOSTO Y BERNANRDO AGUILAR REF A 500 METROS DE LA PISCINA MUNICIPAL,072977146,RAMIREZ GONZALEZ JUAN CARLOS,SI,11H30,09H00 A 12H00 - 14H00 A 18H00,09H00 A 13H00,csavsucrey10deagosto.pinas@gmail.com
-4.1157269478,-80.1061019897,SUR,LOJA,PINDAL,CRESS,PINDAL_AV CELICA,SUR,AV. CELICA Y ALAMOR,0992221470,SIERRA HIDALGO CRISTIAN PATRICIO,SI,11H00,08H00 A 12H00 - 13H00 A 17H00,08H00 A 12H00,csavcelica.pindal@gmail.com
-2.632728,-80.385931,SUR,GUAYAS,PLAYAS,CRESS,PLAYAS_AV PAQUISHA,CENTRO,AV PAQUISHA Y VICTOR ORRALA FRENTE A COMERCIAL GENESIS,0994738572,LOPEZ FUENTES BRYAN PAUL,SI,14H00,09H00 A 17H00,09H00 A 13H00,CSAVPAQUISHA.PLAYAS@GMAIL.COM
-2.634379,-80.386631,SUR,GUAYAS,PLAYAS,CONCESION,PLAYAS_AV. 15 DE AGOSTO,CENTRO,OFICINA PRINCIPAL AV. 15 DE AGOSTO 532 FRENTE A TIA,0994738572,LOPEZ FUENTES BRYAN PAUL,SI,14H00,08H00 A 19H00,08H00 A 19H00,csav15agosto.playas@gmail.com
-3.060803,-79.74556,SUR,AZUAY,PONCE ENRIQUEZ,CONCESION,PONCE ENRIQUEZ_BARRIO LA FLORIDA,CENTRO,CALLE ELOY BARROS ARIAS S/N Y 28 DE MARZO BARRIO LA FLORIDA REF DIAG A FARMACIA CRUZ AZUL DEL PARQUE CENTRAL,0958881634 - 0958745778,RAMIREZ GONZALEZ JUAN CARLOS,SI,11H30,08H30 A 12H30 - 13H00 A 17H30,09H00 A 15H00,csbarriolaflorida.ponceenrique@gmail.com
-2.183340,-79.852982,SUR,EL ORO,PORTOVELO,CONCESION,PORTOVELO_URB. EL ORO 1,NORTE,PORTOVELO URB ELORO 1,0968524682,RAMIREZ GONZALEZ JUAN CARLOS,SI,13H30,08H30 A 12H30 - 13H30 A 18H00,010H00 A 14H00,CSURBELORO1.PORTOVELO@GMAIL.COM
-1.036443,-80.492536,SUR,MANABI,PORTOVIEJO,CRESS,PORTOVIEJO_10 DE AGOSTO,CENTRO,10 DE AGOSTO S/N Y ELOY ALFARO JUNTO A COOP. COMERCIO PICOAZA,0963031749,TANIA YESENIA GARCIA LUNA,SI,12H00,09H00 A 12H00 - 13H00 A 17H00,09H00 A 12H00,cs10deagosto.portoviejo@gmail.com
-1.058018,-80.472389,SUR,MANABI,PORTOVIEJO,CRESS,PORTOVIEJO_AV BOLIVARIANA,SUR,AV BOLIVARIANA Y WASHINGTON JUNTO A LOCAL MAGIA PUBLICIDAD,0963393420,TANIA YESENIA GARCIA LUNA,SI,09H30,08H30 A 12H30 - 13H30 A 17H30,08H30 A 12H30,csbolivariana.portoviejo@gmail.com
-1.05223,-80.45792,SUR,MANABI,PORTOVIEJO,DIRECTO,PORTOVIEJO_AV. AMERICA,CENTRO,AV. AMERICA 118 ENTRE REALES TAMARINDOS,05-3732000 EXT 5308,TANIA YESENIA GARCIA LUNA,SI,09H00,08:00 A 18:00,08:00 A 12:00,csavamerica.portoviejo@servientrega.com.ec
-1.04008,-80.47211,SUR,MANABI,PORTOVIEJO,DIRECTO,PORTOVIEJO_EUDORO LOOR,NORTE,AV REALES TAMARINDOS Y EUDORO LOOR,05-3732000 EXT 5310,TANIA YESENIA GARCIA LUNA,SI,09H00,08:00 A 12:00 - 14:00 A 18:00,08:00 A 12:00 - 14:00 A 18:00,cseudoroloor.portoviejo@servientrega.com.ec
-1.071535,-80.489067,SUR,MANABI,PORTOVIEJO,DIRECTO,PORTOVIEJO_KM. 1.5 VIA MANTA,NORTE,KM 1.5 VIA A MANTA,05-3732000 EXT 5309,TANIA YESENIA GARCIA LUNA,SI,09H00,08:00 A 18:00,08:00 a 12:00,cskm1.5viamanta.portoviejo@servientrega.com.ec
-1.01718,-80.46589,SUR,MANABI,PORTOVIEJO,CRESS,PORTOVIEJO_MONUMENTO AGRICOLA,NORTE,BY PASS CALLE FEDERICO BRAVO MONUMENTO AL CHOCLO,0982093520,TANIA YESENIA GARCIA LUNA,SI,10H00,09H00 A 18H00,09H00 A 13H00,Csmonumentoagricola.portoviejo@gmail.com
-1.053985,-80.452651,SUR,MANABI,PORTOVIEJO,DIRECTO,PORTOVIEJO_MORALES,CENTRO,9 DE OCTUBRE E./ MORALES Y OLMEDO,05-3732000 EXT 5312,TANIA YESENIA GARCIA LUNA,SI,10H00,08:00 A 12:00 - 13:30 A 17:30,NO LABORA,csmorales.portoviejo@servientrega.com.ec
